CNAE;descricao;categoria;Justificativa com Base Lei 4186.2007;inscricao;ZONA_CORREDOR
2821602;Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";102300;1A3
2822401;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";102300;1Ax
2822402;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";102400;1A3
2823200;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";102400;1Ax
2824101;Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";102500;corredor_2
2824102;Fabricação de aparelhos e equipamentos de ar condicionado para uso não- industrial;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""fabricação de produtos eletro-eletrônicos"".";102500;corredor_2
2825900;Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";102600;corredor_2
2829199;Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";102600;corredor_2
2831300;Fabricação de tratores agrícolas, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""demais atividades da indústria de materiais de transporte"".";102700;corredor_2
2833000;Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";102800;corredor_2
2840200;Fabricação de máquinas-ferramenta, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";102800;corredor_2
2851800;Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";102900;1A3
2852600;Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";102900;1Ax
2853400;Fabricação de tratores, peças e acessórios, exceto agrícolas;V.B - INDÚSTRIAS ESPECIAIS;"A categoria inclui ""fabricação de veículos automotores"".";103000;corredor_2
2854200;Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores;V.B - INDÚSTRIAS ESPECIAIS;"Análogo à ""fabricação de veículos automotores"".";103100;2A2
2861500;Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";103200;1Ax
2862300;Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";103300;2Ax
2863100;Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";103400;corredor_2
2864000;Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";103500;1Ax
2865800;Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";103600;corredor_2
2866600;Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de máquina, aparelhos, peças e acessórios sem tratamento térmico"".";103600;corredor_2
2910702;Fabricação de chassis com motor para automóveis, camionetas e utilitários;V.B - INDÚSTRIAS ESPECIAIS;"A categoria inclui ""fabricação de veículos automotores"".";103700;corredor_2
2910703;Fabricação de motores para automóveis, camionetas e utilitários;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de peças e acessórios para veículos automotores"".";103800;corredor_2
2920402;Fabricação de motores para caminhões e ônibus;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de peças e acessórios para veículos automotores"".";103900;2Ax
2930101;Fabricação de cabines, carrocerias e reboques para caminhões;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de carrocerias para veículos automotores exceto chassis"".";104000;1Ax
2930102;Fabricação de carrocerias para ônibus;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de carrocerias para veículos automotores exceto chassis"".";104100;corredor_2
2930103;Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de carrocerias para veículos automotores exceto chassis"".";104200;1Ax
2941700;Fabricação de peças e acessórios para o sistema motor de veículos automotores;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de peças e acessórios para veículos automotores"".";104300;1Ax
2942500;Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de peças e acessórios para veículos automotores"".";104400;2Ax
2943300;Fabricação de peças e acessórios para o sistema de freios de veículos automotores;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de peças e acessórios para veículos automotores"".";104500;2Ax
2944100;Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de peças e acessórios para veículos automotores"".";104600;1Ax
2945000;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de peças e acessórios para veículos automotores"".";104700;1Ax
2949299;Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""fabricação de peças e acessórios para veículos automotores"".";104800;corredor_2
3011302;Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""construção e reparação de embarcações, inclusive peças e acessórios"".";104900;corredor_2
3012100;Construção de embarcações para esporte e lazer;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""construção e reparação de embarcações, inclusive peças e acessórios"".";105100;corredor_2
3032600;Fabricação de peças e acessórios para veículos ferroviários;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""demais atividades da indústria de materiais de transporte"".";105200;corredor_2
3042300;Fabricação de turbinas, motores e outros componentes e peças para aeronaves;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""demais atividades da indústria de materiais de transporte"".";105300;1Ax
3091101;Fabricação de motocicletas;V.B - INDÚSTRIAS ESPECIAIS;"Análogo à ""fabricação de veículos automotores"".";105400;corredor_2
3091102;Fabricação de peças e acessórios para motocicletas;V.A - INDÚSTRIA DE GRANDE PORTE;"Análogo à ""fabricação de peças e acessórios para veículos automotores"".";105500;2A2
3099700;Fabricação de equipamentos de transporte não especificados anteriormente;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""demais atividades da indústria de materiais de transporte"".";105600;corredor_2
3292201;Fabricação de roupas de proteção e segurança e resistentes a fogo;IV.D - INDÚSTRIA GERAL;"A categoria inclui ""indústrias de vestuário e artefatos de tecidos"".";105700;1Ax
3299099;Fabricação de produtos diversos não especificados anteriormente;II.D.1 - PEQUENA INDÚSTRIA;"A categoria inclui ""produção não incômoda de artefatos em geral"".";105800;2Ax
3311200;Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;III.B.2 - SERVIÇO ESPECIAL;"Serviço técnico especializado análogo a ""oficinas"" e ""soldagens"".";105900;1A3
3313999;Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente;III.B.2 - SERVIÇO ESPECIAL;"Serviço técnico especializado análogo a ""oficinas"".";105900;1Ax
3314799;Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente;III.B.2 - SERVIÇO ESPECIAL;"Serviço técnico especializado análogo a ""oficinas"".";106000;corredor_2
3315500;Manutenção e reparação de veículos ferroviários;III.B.2 - SERVIÇO ESPECIAL;"Serviço técnico especializado análogo a ""oficinas (veículos automotores)"".";106100;corredor_2
3316301;Manutenção e reparação de aeronaves, exceto a manutenção na pista;III.B.2 - SERVIÇO ESPECIAL;"Serviço técnico especializado análogo a ""oficinas (veículos automotores)"".";106200;1Ax
3316302;Manutenção de aeronaves na pista;III.B.2 - SERVIÇO ESPECIAL;"Serviço técnico especializado análogo a ""oficinas (veículos automotores)"".";106300;1Ax
3317101;Manutenção e reparação de embarcações e estruturas flutuantes;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""construção e reparação de embarcações, inclusive peças e acessórios"".";106400;corredor_2
3317102;Manutenção e reparação de embarcações para esporte e lazer;V.A - INDÚSTRIA DE GRANDE PORTE;"A categoria inclui ""construção e reparação de embarcações, inclusive peças e acessórios"".";106500;corredor_2
3319800;Manutenção e reparação de equipamentos e produtos não especificados anteriormente;III.B.2 - SERVIÇO ESPECIAL;"Serviço técnico especializado análogo a ""oficinas"".";106600;2Ax
3321000;Instalação de máquinas e equipamentos industriais;III.B.2 - SERVIÇO ESPECIAL;"Serviço técnico especializado análogo a ""oficinas"".";106700;2Ax
3329599;Instalação de outros equipamentos não especificados anteriormente;III.B.2 - SERVIÇO ESPECIAL;"Serviço técnico especializado análogo a ""oficinas"".";106800;2A2
3520401;"Produção de gás; processamento de gás natural";VI - ATIVIDADES ESPECIAIS;"Atividade que depende de ""localização específica, independente de zoneamento"".";106900;1Ax
3701100;Gestão de redes de esgoto;VI - ATIVIDADES ESPECIAIS;"Atividade que depende de ""localização específica, independente de zoneamento"".";107000;corredor_2
3702900;Atividades relacionadas a esgoto, exceto a gestão de redes;VI - ATIVIDADES ESPECIAIS;"Atividade que depende de ""localização específica, independente de zoneamento"".";107000;corredor_2
3821100;Tratamento e disposição de resíduos não-perigosos;V.B - INDÚSTRIAS ESPECIAIS;"Atividade que ""possa causar prejuízo à saúde, à segurança, ao bem estar público"".";107100;2Ax
3900500;Descontaminação e outros serviços de gestão de resíduos;V.B - INDÚSTRIAS ESPECIAIS;"Atividade que ""possa causar prejuízo à saúde, à segurança, ao bem estar público"".";107200;corredor_2
4623199;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;IV.A - COMÉRCIO DE GRANDE PORTE;"A categoria inclui ""distribuidora de produtos e resíduos de origem animal e vegetal"".";107300;1Ax
4633802;Comércio atacadista de aves vivas e ovos;IV.A - COMÉRCIO DE GRANDE PORTE;"A categoria inclui ""distribuidora de produtos e resíduos de origem animal e vegetal"".";107500;2A2
4633803;Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação;IV.A - COMÉRCIO DE GRANDE PORTE;"A categoria inclui ""distribuidora de produtos e resíduos de origem animal e vegetal"".";107600;corredor_2
4636201;Comércio atacadista de fumo beneficiado;IV.A - COMÉRCIO DE GRANDE PORTE;"Enquadra-se como ""centros atacadistas de produtos diversos"".";107700;1A3
4671100;Comércio atacadista de madeira e produtos derivados;IV.A - COMÉRCIO DE GRANDE PORTE;"A categoria inclui ""materiais básicos e artefatos para construção"".";107700;1Ax
4672900;Comércio atacadista de ferragens e ferramentas;IV.A - COMÉRCIO DE GRANDE PORTE;"Análogo a ""materiais básicos e artefatos para construção"".";107800;1Ax
4674500;Comércio atacadista de cimento;IV.A - COMÉRCIO DE GRANDE PORTE;"A categoria inclui ""materiais básicos e artefatos para construção"".";107900;corredor_2
4679604;Comércio atacadista especializado de materiais de construção não especificados anteriormente;IV.A - COMÉRCIO DE GRANDE PORTE;"A categoria inclui ""materiais básicos e artefatos para construção"".";107900;corredor_2
4679699;Comércio atacadista de materiais de construção em geral;IV.A - COMÉRCIO DE GRANDE PORTE;"A categoria inclui ""materiais básicos e artefatos para construção"".";108000;1Ax
4681801;Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (TRR);IV.A - COMÉRCIO DE GRANDE PORTE;"A categoria inclui ""distribuidora de álcool, petróleo, carvão e combustível"".";108100;3C2
4681802;Comércio atacadista de combustíveis realizado por transportador retalhista (TRR);IV.A - COMÉRCIO DE GRANDE PORTE;"A categoria inclui ""distribuidora de álcool, petróleo, carvão e combustível"".";108200;2A2
4681803;Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante;IV.A - COMÉRCIO DE GRANDE PORTE;"A categoria inclui ""distribuidora de álcool, petróleo, carvão e combustível"".";108300;corredor_2
4681804;Comércio atacadista de combustíveis de origem mineral em bruto;IV.A - COMÉRCIO DE GRANDE PORTE;"A categoria inclui ""distribuidora de álcool, petróleo, carvão e combustível"".";108400;corredor_2
